ID,Name,Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
12750573,2012 Holden Barina CD TM MY13,9996,Holden,Barina,CD,TM MY13,2012,70019,Hatchback,Automatic,Unleaded Petrol, Used,1598,Silver,5
12750577,2005 Audi TT S-Line 8N,21999,Audi,TT,S-Line,8N,2005,133000,Coupe,Manual,Premium Unleaded Petrol, Used,1781,Blue,4
12750595,2005 Toyota Avalon GXI MCX10R,9995,Toyota,Avalon,GXI,MCX10R,2005,228460,Sedan,Automatic,Unleaded Petrol, Used,2995,Gold,5
12750596,2015 Toyota Corolla SX ZRE172R,21995,Toyota,Corolla,SX,ZRE172R,2015,121051,Sedan,Automatic,Unleaded Petrol, Used,1798,Blue,5
12750600,2012 Hyundai Veloster + FS,16995,Hyundai,Veloster,+,FS,2012,122227,Coupe,Automatic,Unleaded Petrol, Used,1591,Silver,4
12750651,2013 Nissan Navara ST-R (4X4) D22 Series 5,15980,Nissan,Navara,ST-R (4X4),D22 Series 5,2013,253698,Dual Cab Pick-up,Manual,Diesel, Used,2488,White,5
12750656,2014 Nissan Navara ST (4X4) D40 MY12 Upgrade,17950,Nissan,Navara,ST (4X4),D40 MY12 Upgrade,2014,308459,Dual Cab Pick-up,Manual,Diesel, Used,2488,Black,5
12750657,2012 Mitsubishi Challenger (4X2) PB MY12,16950,Mitsubishi,Challenger,(4X2),PB MY12,2012,139022,Wagon,Manual,Diesel, Used,2477,Grey,5
12750658,2016 Ford Ranger Wildtrak 3.2 (4X4) PX Mkii,46950,Ford,Ranger,Wildtrak 3.2 (4X4),PX Mkii,2016,201447,Dual Cab Pick-up,Automatic,Diesel, Used,3198,Orange,5
12750661,2017 Volkswagen Touareg 150 TDI Element 7P MY17,40000,Volkswagen,Touareg,150 TDI Element,7P MY17,2017,122596,Wagon,Automatic,Diesel, Used,2967,White,5
12750667,2019 Mazda CX-8 Sport (fwd) KG B,39750,Mazda,CX-8,Sport (fwd),KG B,2019,60985,Wagon,Automatic,Diesel, Used,2191,Silver,7
12750672,2017 Kia Carnival Platinum YP MY17,42500,Kia,Carnival,Platinum,YP MY17,2017,136000,Wagon,Automatic,Unleaded Petrol, Used,3342,Black,8
12750682,2017 Honda CR-V VTI-LX (awd) MY18,37990,Honda,CR-V,VTI-LX (awd),MY18,2017,33657,Wagon,Automatic,Unleaded Petrol, Used,1498,Silver,5
12750687,2006 Toyota Camry Altise Sport MCV36R 06 Upgrade,6000,Toyota,Camry,Altise Sport,MCV36R 06 Upgrade,2006,196000,Sedan,Automatic,Unleaded Petrol, Used,2995,Grey,5
12750706,2012 Toyota Aurion Presara GSV50R,16500,Toyota,Aurion,Presara,GSV50R,2012,137500,Sedan,Automatic,Unleaded Petrol, Used,3456,Silver,5
12750710,2005 Nissan Patrol ST (4X4) GU IV,22500,Nissan,Patrol,ST (4X4),GU IV,2005,353850,Wagon,Manual,Diesel, Used,2953,Red,7
12750711,2006 Holden Commodore Storm VZ,6500,Holden,Commodore,Storm,VZ,2006,299950,Utility,Automatic,Unleaded Petrol, Used,3565,Red,2
12750714,2016 Suzuki Vitara S Turbo (fwd) LY,23500,Suzuki,Vitara,S Turbo (fwd),LY,2016,135404,Wagon,Automatic,Unleaded Petrol, Used,1373,Beige,5
12750716,2016 BMW X1 Sdrive 18D F48,39990,BMW,X1,Sdrive 18D,F48,2016,71336,Wagon,Automatic,Diesel, Used,1995,White,5
12750725,2010 Holden Captiva CX (4X4) CG MY10,13990,Holden,Captiva,CX (4X4),CG MY10,2010,164011,Wagon,Automatic,Unleaded Petrol, Used,3195,Black,7
12750728,2017 Toyota Hiace LWB TRH201R MY16,40500,Toyota,Hiace,LWB,TRH201R MY16,2017,78000,Van,Automatic,Unleaded Petrol, Used,2694,White,2
12750768,2014 Hyundai Santa FE Highlander Crdi (4X4) DM,14999,Hyundai,Santa FE,Highlander Crdi (4X4),DM,2014,243482,Wagon,Automatic,Diesel, Used,2199,Black,7
12750797,2016 Nissan X-Trail ST-L (4X4) T32,25950,Nissan,X-Trail,ST-L (4X4),T32,2016,78500,Wagon,Automatic,Unleaded Petrol, Used,2488,Diamond,5
12750814,2019 Holden Colorado Z71 (4X4) RG MY20,49990,Holden,Colorado,Z71 (4X4),RG MY20,2019,40440,Crew Cab Pickup,Automatic,Diesel, Used,2776,Red,5
12750830,2014 Ford Falcon G6E FG X,17990,Ford,Falcon,G6E,FG X,2014,267352,Sedan,Automatic,Unleaded Petrol, Used,3984,Black,5
12750837,2012 Nissan Tiida TI C11 Series 3 MY10,14000,Nissan,Tiida,TI,C11 Series 3 MY10,2012,60057,Hatchback,Automatic,Unleaded Petrol, Used,1797,Silver,5
12750839,2016 Ford Mondeo Trend MD,22000,Ford,Mondeo,Trend,MD,2016,69010,Hatchback,Automatic,Unleaded Petrol, Used,1999,White,5
12750843,2007 Mercedes-Benz C200 Kompressor Classic W203 MY07 Upgrade,11995,Mercedes-Benz,C200,Kompressor Classic,W203 MY07 Upgrade,2007,181122,Sedan,Automatic,Unleaded Petrol, Used,1796,Black,5
12750848,2013 Nissan Navara ST-X 550 (4X4) D40 MY12,32990,Nissan,Navara,ST-X 550 (4X4),D40 MY12,2013,124210,Dual Cab Utility,Automatic,Diesel, Used,2991,White,5
12750877,2009 Toyota Aurion Presara GSV40R,12992,Toyota,Aurion,Presara,GSV40R,2009,153118,Sedan,Automatic,Unleaded Petrol, Used,3456,Black,5
12750898,2009 Audi A4 1.8 Tfsi B8 (8K),11000,Audi,A4,1.8 Tfsi,B8 (8K),2009,230000,Sedan,Automatic,Premium Unleaded Petrol, Used,1798,Black,5
12750902,2020 Toyota RAV4 Cruiser (awd) Hybrid Axah54R,59990,Toyota,RAV4,Cruiser (awd) Hybrid,Axah54R,2020,42735,Wagon,Automatic,Unleaded Petrol/Electric, Used,2487,Black,5
12750912,2022 Toyota Landcruiser 70 Series GXL VDJ76R,119980,Toyota,Landcruiser 70 Series,GXL,VDJ76R,2022,92,Wagon,Manual,Diesel, Used,4461,Beige,5
12750918,2016 Hyundai Elantra Active 2.0 MPI AD,19880,Hyundai,Elantra,Active 2.0 MPI,AD,2016,138591,Sedan,Automatic,Unleaded Petrol, Used,1999,Grey,5
12750923,2017 Audi Q5 2.0 TDI Quattro Sport FY MY18,51990,Audi,Q5,2.0 TDI Quattro Sport,FY MY18,2017,62085,Wagon,Automatic,Diesel, Used,1968,Silver,5
12750942,2015 Mazda CX-5 Maxx Sport (4X4) MY15,20000,Mazda,CX-5,Maxx Sport (4X4),MY15,2015,162000,Wagon,Automatic,Diesel, Used,2191,Blue,5
12750969,2019 Kia Cerato GT (turbo) BD MY19,29500,Kia,Cerato,GT (turbo),BD MY19,2019,55200,Sedan,Automatic,Unleaded Petrol, Used,1591,Aurora,5
12750970,2013 Volkswagen Amarok TDI420 (4X4) 2H MY13,20000,Volkswagen,Amarok,TDI420 (4X4),2H MY13,2013,120000,Dual Cab Chassis,Automatic,Diesel, Used,1968,White,5
12750973,2015 Toyota Hiace LWB KDH201R MY14,34999,Toyota,Hiace,LWB,KDH201R MY14,2015,154342,Van,Automatic,Diesel, Used,2982,White,2
12750984,2007 Toyota Landcruiser Workmate (4X4) 11 Seat VDJ78R,39000,Toyota,Landcruiser,Workmate (4X4) 11 Seat,VDJ78R,2007,396000,Troop Carrier,Manual,Diesel, Used,4461,White,11
12751006,2018 Kia Cerato Sport+ YD MY18,24449,Kia,Cerato,Sport+,YD MY18,2018,37538,Hatchback,Automatic,Unleaded Petrol, Used,1999,charcoal,5
12751011,2016 Holden Captiva 7 LTZ (awd) CG MY16,22090,Holden,Captiva,7 LTZ (awd),CG MY16,2016,84966,Wagon,Automatic,Diesel, Used,2231,White,7
12751021,2007 Toyota Aurion Presara GSV40R,8000,Toyota,Aurion,Presara,GSV40R,2007,190000,Sedan,Automatic,Unleaded Petrol, Used,3456,Black,5
12751037,2009 Mazda 2 NEO DE,4400,Mazda,2,NEO,DE,2009,202000,Hatchback,Manual,Unleaded Petrol, Used,1498,White,5
12751039,2010 Mercedes-Benz A180 CDI Classic W169 09 Upgrade,5500,Mercedes-Benz,A180,CDI Classic,W169 09 Upgrade,2010,179000,Hatchback,Automatic,Diesel, Used,1991,Black,5
12751058,2002 Toyota RAV4 Edge (4X4) ACA20R,6300,Toyota,RAV4,Edge (4X4),ACA20R,2002,269500,Wagon,Manual,Unleaded Petrol, Used,1998,Black,4
12751077,2017 Volkswagen Golf 110 TSI Trendline AU MY18,26000,Volkswagen,Golf,110 TSI Trendline,AU MY18,2017,65000,Hatchback,Automatic,Premium Unleaded Petrol, Used,1395,Silver,5
12751086,2018 Mini Convertible Cooper S F57 MY18,52500,Mini,Convertible,Cooper S,F57 MY18,2018,22000,Convertible,Automatic,Premium Unleaded Petrol, Used,1998,Crème,4
12751087,2020 Toyota Landcruiser LC200 Sahara (4X4) VDJ200R,133990,Toyota,Landcruiser,LC200 Sahara (4X4),VDJ200R,2020,73500,Wagon,Automatic,Diesel, Used,4461,Crystal,7
12751098,2018 BMW X5 Sdrive 25D F15 MY16,85000,BMW,X5,Sdrive 25D,F15 MY16,2018,56165,Wagon,Automatic,Diesel, Used,1995,White,5
12751225,2018 Mitsubishi Outlander LS 7 Seat (awd) ZL MY18.5,29900,Mitsubishi,Outlander,LS 7 Seat (awd),ZL MY18.5,2018,69000,Wagon,Automatic,Unleaded Petrol, Used,2360,Silver,7
12751226,2016 Isuzu D-MAX SX HI-Ride (4X2) TF MY15.5,31950,Isuzu,D-MAX,SX HI-Ride (4X2),TF MY15.5,2016,99090,Crew Cab Utility,Automatic,Diesel, Used,2999,White,5
12751248,2008 Toyota Hiace Slwb KDH221R MY07 Upgrade,15999,Toyota,Hiace,Slwb,KDH221R MY07 Upgrade,2008,634470,Van,Manual,Diesel, Used,2982,White,3
12751254,2016 Jeep Grand Cherokee 75TH Anniversary (4X4) WK MY16,39399,Jeep,Grand Cherokee,75TH Anniversary (4X4),WK MY16,2016,84906,Wagon,Automatic,Premium Unleaded Petrol, Used,3604,Black,5
12751259,2019 Holden Equinox LTZ (awd) (5YR) EQ MY18,29950,Holden,Equinox,LTZ (awd) (5YR),EQ MY18,2019,32100,Wagon,Automatic,Premium Unleaded Petrol, Used,1998,Blue,5
12751278,2017 Toyota Hiace LWB KDH201R MY16,43999,Toyota,Hiace,LWB,KDH201R MY16,2017,167364,Van,Automatic,Diesel, Used,2982,White,2
12751286,2018 Toyota RAV4 GX (2WD) ZSA42R MY18,28990,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,68188,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12751308,2019 Subaru XV 2.0I-L MY19,29988,Subaru,XV,2.0I-L,MY19,2019,89901,Wagon,Automatic,Unleaded Petrol, Used,1995,Black,5
12751312,2016 Mitsubishi ASX LS (2WD) XC MY17,22990,Mitsubishi,ASX,LS (2WD),XC MY17,2016,82178,Wagon,Automatic,Unleaded Petrol, Used,1998,White,5
12751313,2015 Honda CR-V VTI (4X2) 30 Series 2,26500,Honda,CR-V,VTI (4X2),30 Series 2,2015,54646,Wagon,Automatic,Unleaded Petrol, Used,1997,Grey,5
12751334,2005 Honda Accord VTI 40,5500,Honda,Accord,VTI,40,2005,223000,Sedan,Automatic,Unleaded Petrol, Used,2354,Beige,5
12751348,2004 Holden Statesman V6 WK,5500,Holden,Statesman,V6,WK,2004,200000,Sedan,Automatic,Premium Unleaded Petrol, Used,3791,Silver,5
12751355,2009 Mercedes-Benz E350 Avantgarde 207,19999,Mercedes-Benz,E350,Avantgarde,207,2009,130000,Coupe,Automatic,Premium Unleaded Petrol, Used,3498,Silver,4
12751360,2012 Toyota Hilux Workmate TGN16R MY12,17000,Toyota,Hilux,Workmate,TGN16R MY12,2012,120000,Cab Chassis,Automatic,Unleaded Petrol, Used,2694,White,3
12751363,2019 Kia Carnival S YP PE MY19,44490,Kia,Carnival,S,YP PE MY19,2019,53354,Wagon,Automatic,Diesel, Used,2199,White,8
12751419,2010 Toyota Hiace LWB KDH201R MY07 Upgrade,20999,Toyota,Hiace,LWB,KDH201R MY07 Upgrade,2010,335300,Van,Manual,Diesel, Used,2982,White,3
12751422,2020 Jeep Grand Cherokee Limited (4X4) WK MY20,63988,Jeep,Grand Cherokee,Limited (4X4),WK MY20,2020,42506,Wagon,Automatic,Premium Unleaded Petrol, Used,3604,White,5
12751428,2008 Holden Commodore SV6 VE MY08,18990,Holden,Commodore,SV6,VE MY08,2008,173724,Sedan,Manual,Unleaded Petrol, Used,3565,Green,5
12751449,2018 BMW 330I M-Sport F30 LCI MY18,40500,BMW,330I,M-Sport,F30 LCI MY18,2018,115949,Sedan,Automatic,Premium Unleaded Petrol, Used,1997,Melbourne,5
12751474,2017 Hyundai Veloster SR Turbo FS5 Series 2 MY16,27990,Hyundai,Veloster,SR Turbo,FS5 Series 2 MY16,2017,50539,Coupe,Manual,Unleaded Petrol, Used,1591,Black,4
12751495,2016 Mercedes-Benz C200 D 205 MY16,44800,Mercedes-Benz,C200,D,205 MY16,2016,66772,Sedan,Automatic,Diesel, Used,1598,White,5
12751512,2019 BMW X3 Xdrive 20D G01 MY18.5,54888,BMW,X3,Xdrive 20D,G01 MY18.5,2019,59738,Wagon,Automatic,Diesel, Used,1995,White,5
12751631,2022 Toyota Hilux Workmate (4X4) GUN125R,60990,Toyota,Hilux,Workmate (4X4),GUN125R,2022,6695,Double Cab Pick Up,Automatic,Diesel, Used,2393,White,5
12751669,2009 Subaru Liberty 2.5I MY10,10400,Subaru,Liberty,2.5I,MY10,2009,140013,Sedan,Automatic,Premium Unleaded Petrol, Used,2457,White,5
12751692,2008 Ford Focus CL LT,4250,Ford,Focus,CL,LT,2008,226000,Hatchback,Automatic,Unleaded Petrol, Used,1999,Blue,5
12751696,2022 Mercedes-Benz GLC 300 4Matic C253 MY22,109800,Mercedes-Benz,GLC,300 4Matic,C253 MY22,2022,4443,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,Grey,5
12751715,2018 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,67888,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,2018,92789,Wagon,Automatic,Diesel, Used,2755,Silver,7
12751767,2022 Mazda CX-5 Maxx Sport (fwd) CX5L,40500,Mazda,CX-5,Maxx Sport (fwd),CX5L,2022,7800,Wagon,Automatic,Unleaded Petrol, Used,2488,Blue,5
12751773,2010 Mitsubishi Challenger LS (5 Seat) (4X4) PB,13000,Mitsubishi,Challenger,LS (5 Seat) (4X4),PB,2010,270507,Wagon,Automatic,Diesel, Used,2477,Blue,5
12751780,2010 Suzuki Swift RE.4 EZ MY07 Update,9950,Suzuki,Swift,RE.4,EZ MY07 Update,2010,186321,Hatchback,Automatic,Unleaded Petrol, Used,1490,Black,5
12751787,2015 Subaru WRX STI MY15,56888,Subaru,WRX,STI,MY15,2015,64000,Sedan,Manual,Premium Unleaded Petrol, Used,2457,Black,5
12751790,2013 Kia Rondo SLI RP,13888,Kia,Rondo,SLI,RP,2013,176974,Wagon,Automatic,Unleaded Petrol, Used,1999,Silver,7
12751839,2018 Hyundai I30 N Performance PDE,39990,Hyundai,I30,N Performance,PDE,2018,85000,Hatchback,Manual,Premium Unleaded Petrol, Used,1998,Blue,5
12751849,2014 Holden Cruze SRI JH MY14,10300,Holden,Cruze,SRI,JH MY14,2014,116498,Sedan,Manual,Unleaded Petrol, Used,1600,White,5
12751857,2015 Holden Commodore SS-V Redline VF II,69890,Holden,Commodore,SS-V Redline,VF II,2015,35022,Sedan,Automatic,Premium Unleaded Petrol, Used,6200,Red,5
12751875,2010 Nissan Navara ST (4X4) D40,13000,Nissan,Navara,ST (4X4),D40,2010,267192,Dual Cab Pick-up,Manual,Diesel, Used,2488,White,5
12751880,2004 Holden Rodeo LT RA,4200,Holden,Rodeo,LT,RA,2004,276754,Crew Cab Pickup,Automatic,Unleaded Petrol, Used,3494,White,5
12751899,2017 Nissan Navara ST (4X4) D23 Series II,47000,Nissan,Navara,ST (4X4),D23 Series II,2017,72000,Dual Cab Utility,Manual,Diesel, Used,2298,Sapphire,5
12751901,2016 BMW X1 Sdrive 20I F48,32999,BMW,X1,Sdrive 20I,F48,2016,87372,Wagon,Automatic,Premium Unleaded Petrol, Used,1998,Silver,5
12751904,2015 Subaru XV 2.0I MY15,15999,Subaru,XV,2.0I,MY15,2015,180132,Wagon,Manual,Unleaded Petrol, Used,1995,Grey,5
12751938,2018 Holden Colorado LS (4X4) RG MY19,41500,Holden,Colorado,LS (4X4),RG MY19,2018,47334,Crew Cab Pickup,Automatic,Diesel, Used,2776,White,5
12751939,2019 Toyota Kluger Grande (4X4) GSU55R,58500,Toyota,Kluger,Grande (4X4),GSU55R,2019,73075,Wagon,Automatic,Unleaded Petrol, Used,3456,Blue,7
12752017,2015 Mercedes-Benz GLE63 S 4Matic 292,122988,Mercedes-Benz,GLE63,S 4Matic,292,2015,45813,Coupe,Automatic,Premium Unleaded Petrol, Used,5461,White,5
12752019,2018 BMW X2 Sdrive 18I F39 MY18,41988,BMW,X2,Sdrive 18I,F39 MY18,2018,34211,Wagon,Automatic,Premium Unleaded Petrol, Used,1499,Black,5
12752021,2016 Audi Q5 2.0 TDI Quattro 8R MY17,37988,Audi,Q5,2.0 TDI Quattro,8R MY17,2016,61525,Wagon,Automatic,Diesel, Used,1968,Blue,5
12752029,2019 BMW X2 Sdrive 18I F39 MY19,41988,BMW,X2,Sdrive 18I,F39 MY19,2019,38360,Wagon,Automatic,Premium Unleaded Petrol, Used,1499,Silver,5
12752032,2019 Jaguar E-Pace P250 Chequered FLG AWD (183KW) X540 MY20,74988,Jaguar,E-Pace,P250 Chequered FLG AWD (183KW),X540 MY20,2019,28000,Wagon,Automatic,Premium Unleaded Petrol, Used,1998,White,5
12752034,2021 BMW X7 M50I G07,179988,BMW,X7,M50I,G07,2021,4125,Wagon,Automatic,Unleaded Petrol, Used,4395,White,7
12752035,2016 BMW X5 Sdrive 25D F15 MY16,46988,BMW,X5,Sdrive 25D,F15 MY16,2016,77488,Wagon,Automatic,Diesel, Used,1995,Grey,5
12752039,2017 Mazda CX-5 Akera (4X4) MY17,34988,Mazda,CX-5,Akera (4X4),MY17,2017,44451,Wagon,Automatic,Diesel, Used,2191,Black,5
12752046,2011 Nissan Navara ST-X 550 (4X4) D40,24990,Nissan,Navara,ST-X 550 (4X4),D40,2011,156521,Dual Cab Utility,Automatic,Diesel, Used,2991,Silver,5
12752051,2011 Volkswagen Tiguan 155 TSI (4X4) 5NC MY12,15990,Volkswagen,Tiguan,155 TSI (4X4),5NC MY12,2011,134375,Wagon,Automatic,Premium Unleaded Petrol, Used,1984,White,5
12752053,2011 Honda CR-V (4X4) MY10,9990,Honda,CR-V,(4X4),MY10,2011,229450,Wagon,Automatic,Unleaded Petrol, Used,2354,White,5
12752054,2019 Toyota RAV4 GX (2WD) Mxaa52R,36990,Toyota,RAV4,GX (2WD),Mxaa52R,2019,44046,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12752075,2015 Ford Mondeo Ambiente Tdci MD,10900,Ford,Mondeo,Ambiente Tdci,MD,2015,250000,Wagon,Automatic,Diesel, Used,1997,Grey,5
12752106,2016 Honda Accord VTI 60,29990,Honda,Accord,VTI,60,2016,69775,Sedan,Automatic,Unleaded Petrol, Used,2356,Liquid,5
12752123,1996 Mitsubishi Pajero GLS LWB (4X4) NK,12000,Mitsubishi,Pajero,GLS LWB (4X4),NK,1996,202084,Wagon,Automatic,Unleaded Petrol, Used,3497,Beige,7
12752161,2019 Holden Colorado LTZ (4X4) (5YR) RG MY19,47990,Holden,Colorado,LTZ (4X4) (5YR),RG MY19,2019,119984,Crew Cab Pickup,Automatic,Diesel, Used,2776,Blue,5
12752163,2018 Toyota Hilux SR (4X4) GUN126R MY17,46990,Toyota,Hilux,SR (4X4),GUN126R MY17,2018,93625,Cab Chassis,Manual,Diesel, Used,2753,White,2
12752172,2017 Ford Ranger XLT 3.2 (4X4) PX Mkii MY17,42888,Ford,Ranger,XLT 3.2 (4X4),PX Mkii MY17,2017,175000,Dual Cab Utility,Automatic,Diesel, Used,3198,White,5
12752234,2010 Nissan Navara ST (4X4) D40,17500,Nissan,Navara,ST (4X4),D40,2010,226000,Dual Cab Pick-up,Manual,Diesel, Used,2488,Grey,5
12752272,2011 Toyota Landcruiser Workmate (4X4) VDJ79R 09 Upgrade,65000,Toyota,Landcruiser,Workmate (4X4),VDJ79R 09 Upgrade,2011,249000,Cab Chassis,Manual,Diesel, Used,4461,White,3
12752281,2015 Jeep Cherokee Limited (4X4) KL MY15,18500,Jeep,Cherokee,Limited (4X4),KL MY15,2015,123500,Wagon,Automatic,Unleaded Petrol, Used,3239,White,5
12752282,2015 Nissan Navara ST (4X2) NP300 D23,28500,Nissan,Navara,ST (4X2),NP300 D23,2015,142000,Dual Cab Utility,Automatic,Diesel, Used,2298,Silver,5
12752337,2017 Toyota Camry Altise ASV50R MY16,21388,Toyota,Camry,Altise,ASV50R MY16,2017,94321,Sedan,Automatic,Unleaded Petrol, Used,2494,White,5
12752348,2017 Toyota Hilux SR5 (4X4) GUN126R,48989,Toyota,Hilux,SR5 (4X4),GUN126R,2017,87500,Dual Cab Utility,Automatic,Diesel, Used,2753,Silver,5
12752364,2014 Jeep Grand Cherokee Blackhawk WK MY14,31500,Jeep,Grand Cherokee,Blackhawk,WK MY14,2014,86000,Wagon,Automatic,Premium Unleaded Petrol, Used,3604,Cherry,5
12752366,2018 Honda Civic VTI MY17,25690,Honda,Civic,VTI,MY17,2018,48584,Sedan,Automatic,Unleaded Petrol, Used,1799,White,5
12752405,2019 Kia Stinger GT-Line (black Leather) CK MY20,59888,Kia,Stinger,GT-Line (black Leather),CK MY20,2019,34364,Sedan,Automatic,Unleaded Petrol, Used,1998,Silver,5
12752408,2020 Toyota RAV4 Cruiser (2WD) Mxaa52R,47488,Toyota,RAV4,Cruiser (2WD),Mxaa52R,2020,26457,Wagon,Automatic,Unleaded Petrol, Used,1987,Blue,5
12752409,2016 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY16,57998,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY16,2016,64186,Wagon,Automatic,Diesel, Used,2753,Black,7
12752442,2015 Mazda BT-50 XTR (4X4) MY13,29999,Mazda,BT-50,XTR (4X4),MY13,2015,185000,Dual Cab Utility,Automatic,Diesel, Used,3196,Steel,5
12752459,2019 Toyota Hilux SR5 (4X4) GUN126R MY19,62990,Toyota,Hilux,SR5 (4X4),GUN126R MY19,2019,93786,Double Cab Pick Up,Automatic,Diesel, Used,2753,Silver,5
12752529,2014 Nissan Qashqai TI (4X2) J11,18999,Nissan,Qashqai,TI (4X2),J11,2014,102759,Wagon,Automatic,Unleaded Petrol, Used,1997,Black,5
12752543,2020 Toyota RAV4 GX (2WD) Mxaa52R,41888,Toyota,RAV4,GX (2WD),Mxaa52R,2020,62417,Wagon,Automatic,Unleaded Petrol, Used,1987,White,5
12752547,2019 Kia Sportage S (fwd) QL MY20,31999,Kia,Sportage,S (fwd),QL MY20,2019,38968,Wagon,Automatic,Unleaded Petrol, Used,1999,Silver,5
12752585,2010 Mazda BT-50 Boss B3000 Freestyle DX+ 09 Upgrade,10000,Mazda,BT-50,Boss B3000 Freestyle DX+,09 Upgrade,2010,348203,Cab Chassis,Manual,Diesel, Used,2953,silver,4
12752602,2021 Mercedes-Benz CLA 250 4Matic C118 MY21.5,82800,Mercedes-Benz,CLA,250 4Matic,C118 MY21.5,2021,4226,Coupe,Automatic,Premium Unleaded Petrol, Used,1991,Blue,5
12752654,2021 Ford Ranger XLT 2.0 (4X4) PX Mkiii MY21.75,58990,Ford,Ranger,XLT 2.0 (4X4),PX Mkiii MY21.75,2021,6820,Double Cab Pick Up,Automatic,Diesel, Used,1996,Silver,5
12752658,2020 Volkswagen T-Cross 85TSI Style C1 MY20,39990,Volkswagen,T-Cross,85TSI Style,C1 MY20,2020,18257,Wagon,Automatic,Premium Unleaded Petrol, Used,999,Grey,5
12752659,2019 Skoda Octavia RS 180 TSI NE MY19,38990,Skoda,Octavia,RS 180 TSI,NE MY19,2019,33530,Sedan,Automatic,Premium Unleaded Petrol, Used,1984,White,5
12752661,2019 Volkswagen Golf GTI AU MY19,52990,Volkswagen,Golf,GTI,AU MY19,2019,29341,Hatchback,Automatic,Premium Unleaded Petrol, Used,1984,Grey,5
12752667,2018 Porsche Macan S 95B MY18,93990,Porsche,Macan,S,95B MY18,2018,37552,Wagon,Automatic,Premium Unleaded Petrol, Used,2997,Tan,5
12752671,2018 Ram 1500 Laramie (4X4) 885KG MY18,96750,Ram,1500,Laramie (4X4) 885KG,MY18,2018,92144,Crew Cab Utility,Automatic,Unleaded Petrol, Used,5654,Black,5
12752674,2016 Volkswagen Amarok TDI420 Atacama (4X4) 2H MY16,30000,Volkswagen,Amarok,TDI420 Atacama (4X4),2H MY16,2016,201479,Dual Cab Utility,Automatic,Diesel, Used,1968,Black,5
12752686,2016 Subaru Forester TS Special Edition MY16,44211,Subaru,Forester,TS Special Edition,MY16,2016,41429,Wagon,Automatic,Premium Unleaded Petrol, Used,1998,White,5
12752688,2018 Mazda CX-5 Maxx Sport (4X2) MY17.5 (KF Series 2),34990,Mazda,CX-5,Maxx Sport (4X2),MY17.5 (KF Series 2),2018,64432,Wagon,Automatic,Unleaded Petrol, Used,1997,Red,5
12752691,2017 Land Rover Range Rover Evoque TD4 150 SE LV MY17,47990,Land Rover,Range Rover Evoque,TD4 150 SE,LV MY17,2017,91693,Wagon,Automatic,Diesel, Used,1999,Silver,5
12752705,2021 Mazda CX-30 G20 Pure (fwd) C30B,35990,Mazda,CX-30,G20 Pure (fwd),C30B,2021,8486,Wagon,Automatic,Unleaded Petrol, Used,1998,Silver,5
12752738,2014 Volvo XC60 D5 Luxury DZ MY14,29990,Volvo,XC60,D5 Luxury,DZ MY14,2014,85008,Wagon,Automatic,Diesel, Used,2400,White,5
12752798,2014 Lexus RX450H Sports Luxury GYL15R MY12,45500,Lexus,RX450H,Sports Luxury,GYL15R MY12,2014,79650,Wagon,Automatic,Premium Unleaded Petrol, Used,3456,Grey,5
12752801,2020 Subaru Forester 2.5I (awd) MY20,36990,Subaru,Forester,2.5I (awd),MY20,2020,62305,Wagon,Automatic,Unleaded Petrol, Used,2498,White,5
12752821,2017 Toyota Landcruiser GXL (4X4) VDJ200R MY16,95998,Toyota,Landcruiser,GXL (4X4),VDJ200R MY16,2017,44122,Wagon,Automatic,Diesel, Used,4461,White,7
12752822,2017 Land Rover Range Rover Sport 3.0 SDV6 HSE LW MY17,92499,Land Rover,Range Rover Sport,3.0 SDV6 HSE,LW MY17,2017,50798,Wagon,Automatic,Diesel, Used,2993,White,5
12752838,2018 Volkswagen Tiguan Allspace 162 TSI Highline 5NA MY19,41990,Volkswagen,Tiguan,Allspace 162 TSI Highline,5NA MY19,2018,126086,Wagon,Automatic,Premium Unleaded Petrol, Used,1984,White,7
12752856,2015 Nissan Navara ST-X (4X4) NP300 D23,38880,Nissan,Navara,ST-X (4X4),NP300 D23,2015,138833,Dual Cab Utility,Manual,Diesel, Used,2298,Black,5
12752859,2018 Audi A4 2.0 Tfsi S Tronic BLK ED F4 MY18 (B9),43880,Audi,A4,2.0 Tfsi S Tronic BLK ED,F4 MY18 (B9),2018,97221,Sedan,Automatic,Premium Unleaded Petrol, Used,1984,Grey,5
12752863,2013 Ford Falcon XR6 (lpi) FG MK2,19980,Ford,Falcon,XR6 (lpi),FG MK2,2013,138090,Utility,Automatic,Liquid Petroleum Gas, Used,3984,White,2
